Country,Biome,Bait_Type,TotalAntBaitType,newAttr,Site_ID,Latitude,Longitude,Date,Habitat_type,Elevation,Distance_from_shore,Precipitation,Temperature,Contributor,Site_Details,Number_of_Ants,Percent_of_Baits_with_Ants
Australia,Temperate seasonal forest,Sugar,181,,291,-37.865,144.215,,Low open Eucalyptus forest with shrub layer dominated by Acacia myrtifolia,325,35,723,12.7,A.E. Mart?nez Bauer; G.C. Mart?nez,Brisbane Ranges National Park. Victoria Australia.,0,0
Australia,Temperate seasonal forest,Sugar,181,,289,-37.647,149.355,,Open Eucalyptus forest of species shrub layer composed mainly by Acacia myrtifolia,177,15,1002,14.2,A.E. Mart?nez Bauer; G.C. Mart?nez,Croajingolong National Park. Victoria Australia,1,20
Australia,Temperate seasonal forest,Sugar,181,,290,-37.65,149.36,,Open Eucalyptus forest of species shrub layer composed mainly by Acacia myrtifolia,177,19,1002,14.2,A.E. Mart?nez Bauer; G.C. Mart?nez,Croajingolong National Park. Victoria Australia,36,80
Australia,Temperate seasonal forest,Sugar,181,,293,-37.801,145.382,,Open Eucalyptus forest with a semidominant Ptreidium esculentum {Austral bracken) and Acacia myrtifolia shrub layer,265,36,1097,13.4,A.E. Mart?nez Bauer; G.C. Mart?nez,Dandenong Ranges National park. Victoria Australia.,17,40
Australia,Temperate seasonal forest,Sugar,181,,287,-37.128,142.366,,Low open Eucalyptus forest with shrub layer dominated by Xanthorrhoea australis (Austral grass tree),386,137,831,12.4,A.E. Mart?nez Bauer; G.C. Mart?nez,Grampians National Park. Victoria Australia,97,80
Australia,Temperate seasonal forest,Sugar,181,,288,-37.13,142.366,,Low open Eucalyptus forest with shrub layer dominated by Xanthorrhoea australis (Austral grass tree),386,139,831,12.4,A.E. Mart?nez Bauer; G.C. Mart?nez,Grampians National Park. Victoria Australia,19,100
Australia,Temperate seasonal forest,Water,29,,292,-37.87,144.22,,Low open Eucalyptus forest with shrub layer dominated by Acacia myrtifolia,325,33,723,12.7,A.E. Mart?nez Bauer; G.C. Mart?nez,Brisbane Ranges National Park. Victoria Australia.,0,0
Australia,Temperate seasonal forest,Water,29,,291,-37.865,144.215,,Low open Eucalyptus forest with shrub layer dominated by Acacia myrtifolia,325,35,723,12.7,A.E. Mart?nez Bauer; G.C. Mart?nez,Brisbane Ranges National Park. Victoria Australia.,28,20
Australia,Temperate seasonal forest,Water,29,,289,-37.647,149.355,,Open Eucalyptus forest of species shrub layer composed mainly by Acacia myrtifolia,177,15,1002,14.2,A.E. Mart?nez Bauer; G.C. Mart?nez,Croajingolong National Park. Victoria Australia,0,0
Australia,Temperate seasonal forest,Water,29,,290,-37.65,149.36,,Open Eucalyptus forest of species shrub layer composed mainly by Acacia myrtifolia,177,19,1002,14.2,A.E. Mart?nez Bauer; G.C. Mart?nez,Croajingolong National Park. Victoria Australia,0,0
Australia,Temperate seasonal forest,Water,29,,293,-37.801,145.382,,Open Eucalyptus forest with a semidominant Ptreidium esculentum {Austral bracken) and Acacia myrtifolia shrub layer,265,36,1097,13.4,A.E. Mart?nez Bauer; G.C. Mart?nez,Dandenong Ranges National park. Victoria Australia.,0,0
Australia,Temperate seasonal forest,Water,29,,287,-37.128,142.366,,Low open Eucalyptus forest with shrub layer dominated by Xanthorrhoea australis (Austral grass tree),386,137,831,12.4,A.E. Mart?nez Bauer; G.C. Mart?nez,Grampians National Park. Victoria Australia,0,0
Australia,Temperate seasonal forest,Water,29,,288,-37.13,142.366,,Low open Eucalyptus forest with shrub layer dominated by Xanthorrhoea australis (Austral grass tree),386,139,831,12.4,A.E. Mart?nez Bauer; G.C. Mart?nez,Grampians National Park. Victoria Australia,1,20
Australia,Temperate seasonal forest,Olive Oil,277,,292,-37.87,144.22,,Low open Eucalyptus forest with shrub layer dominated by Acacia myrtifolia,325,33,723,12.7,A.E. Mart?nez Bauer; G.C. Mart?nez,Brisbane Ranges National Park. Victoria Australia.,0,0
Australia,Temperate seasonal forest,Olive Oil,277,,291,-37.865,144.215,,Low open Eucalyptus forest with shrub layer dominated by Acacia myrtifolia,325,35,723,12.7,A.E. Mart?nez Bauer; G.C. Mart?nez,Brisbane Ranges National Park. Victoria Australia.,51,20
Australia,Temperate seasonal forest,Olive Oil,277,,289,-37.647,149.355,,Open Eucalyptus forest of species shrub layer composed mainly by Acacia myrtifolia,177,15,1002,14.2,A.E. Mart?nez Bauer; G.C. Mart?nez,Croajingolong National Park. Victoria Australia,0,0
Australia,Temperate seasonal forest,Olive Oil,277,,290,-37.65,149.36,,Open Eucalyptus forest of species shrub layer composed mainly by Acacia myrtifolia,177,19,1002,14.2,A.E. Mart?nez Bauer; G.C. Mart?nez,Croajingolong National Park. Victoria Australia,0,0
Australia,Temperate seasonal forest,Olive Oil,277,,293,-37.801,145.382,,Open Eucalyptus forest with a semidominant Ptreidium esculentum {Austral bracken) and Acacia myrtifolia shrub layer,265,36,1097,13.4,A.E. Mart?nez Bauer; G.C. Mart?nez,Dandenong Ranges National park. Victoria Australia.,1,20
Australia,Temperate seasonal forest,Olive Oil,277,,287,-37.128,142.366,,Low open Eucalyptus forest with shrub layer dominated by Xanthorrhoea australis (Austral grass tree),386,137,831,12.4,A.E. Mart?nez Bauer; G.C. Mart?nez,Grampians National Park. Victoria Australia,116,20
Australia,Temperate seasonal forest,Olive Oil,277,,288,-37.13,142.366,,Low open Eucalyptus forest with shrub layer dominated by Xanthorrhoea australis (Austral grass tree),386,139,831,12.4,A.E. Mart?nez Bauer; G.C. Mart?nez,Grampians National Park. Victoria Australia,109,40
Australia,Temperate seasonal forest,Salt,5,,292,-37.87,144.22,,Low open Eucalyptus forest with shrub layer dominated by Acacia myrtifolia,325,33,723,12.7,A.E. Mart?nez Bauer; G.C. Mart?nez,Brisbane Ranges National Park. Victoria Australia.,0,0
Australia,Temperate seasonal forest,Salt,5,,291,-37.865,144.215,,Low open Eucalyptus forest with shrub layer dominated by Acacia myrtifolia,325,35,723,12.7,A.E. Mart?nez Bauer; G.C. Mart?nez,Brisbane Ranges National Park. Victoria Australia.,3,40
Australia,Temperate seasonal forest,Salt,5,,289,-37.647,149.355,,Open Eucalyptus forest of species shrub layer composed mainly by Acacia myrtifolia,177,15,1002,14.2,A.E. Mart?nez Bauer; G.C. Mart?nez,Croajingolong National Park. Victoria Australia,2,20
Australia,Temperate seasonal forest,Salt,5,,290,-37.65,149.36,,Open Eucalyptus forest of species shrub layer composed mainly by Acacia myrtifolia,177,19,1002,14.2,A.E. Mart?nez Bauer; G.C. Mart?nez,Croajingolong National Park. Victoria Australia,0,0
Australia,Temperate seasonal forest,Salt,5,,293,-37.801,145.382,,Open Eucalyptus forest with a semidominant Ptreidium esculentum {Austral bracken) and Acacia myrtifolia shrub layer,265,36,1097,13.4,A.E. Mart?nez Bauer; G.C. Mart?nez,Dandenong Ranges National park. Victoria Australia.,0,0
Australia,Temperate seasonal forest,Salt,5,,287,-37.128,142.366,,Low open Eucalyptus forest with shrub layer dominated by Xanthorrhoea australis (Austral grass tree),386,137,831,12.4,A.E. Mart?nez Bauer; G.C. Mart?nez,Grampians National Park. Victoria Australia,0,0
Australia,Temperate seasonal forest,Salt,5,,288,-37.13,142.366,,Low open Eucalyptus forest with shrub layer dominated by Xanthorrhoea australis (Austral grass tree),386,139,831,12.4,A.E. Mart?nez Bauer; G.C. Mart?nez,Grampians National Park. Victoria Australia,0,0
USA,Temperate seasonal forest,Amino Acids,21,,204,41.41852778,-74.02680556,,Oak-dominated hardwood forest; north-facing,172,58,1136,10,Ellison,BlackRockForest,2,40
USA,Temperate seasonal forest,Amino Acids,21,,193,36.017,-78.98,,Mixed Deciduous Forest,152,206,1164,14.6,,Duke_Forest,3,20
USA,Temperate seasonal forest,Amino Acids,21,,214,27.18186667,-81.34703611,,live oak forest,9,69,1249,22.2,Wills; Suarez,,0,0
USA,Temperate seasonal forest,Amino Acids,21,,272,33.352,-81.542,,Long Leaf Pine,93,179,1198,17.3,Reasco,,2,40
USA,Temperate seasonal forest,Amino Acids,21,,271,33.34,-81.54,,Long Leaf Pine,100,177,1205,17.3,Reasco,,1,20
USA,Temperate seasonal forest,Amino Acids,21,,240,38.81666667,-92.11666667,,Oak-Hickory Forest,250,1348,975,12.2,N. Sanders,,11,40
USA,Temperate seasonal forest,Amino Acids,21,,239,44.2092,-86.0143,,Oak.Maple forest. Red pine plantation nearby,224,1121,853,7.4,S. Menke,,2,40
USA,Temperate seasonal forest,Amino Acids,21,,274,35.10118056,-92.41219167,,Old Field,130,609,1258,15.9,N. Sanders,,0,0
USA,Temperate seasonal forest,Amino Acids,21,,226,35.60648333,-83.79703611,,Old Field. at forest ecotone,547,282,1467,12.4,Lessard,,0,0
USA,Temperate seasonal forest,Amino Acids,21,,228,38.99143056,-88.58683056,,secondary forest fragment,172,996,1017,12,Wills; Suarez,,0,0
USA,Woodland/Shrubland,Amino Acids,73,,160,44.874952,-73.633574,,Jack pine barrens on bedrock. Very little mineral soil. Trees numerous. but little canopy cover (see photographs below). Vegetation beneath 1m dominated by lichen. moss. grass (crinkled hair grass - Deschampsia flexuosa). black chokeberry (Aronia melanocarpa). late low blueberry (Vaccinium angustifolium). and black huckleberry (Gaylussacia baccata). Trees dominated by jack pine (Pinus banksiana).,244,313,873,5.7,Barber,Alton-Flat Rock,0,0
USA,Woodland/Shrubland,Amino Acids,73,,125,42.738069,-73.892004,,Maintained field on sandy soil with scattered clumps of oak and pine trees. Dominated by grasses. Rubus spp. (mostly R. flagellaris). Solidago spp.. Rumex acetosella. and Dichanthelium clandestinum,140,243,955,8.4,Barber,Baron's Field - Barber,0,0
USA,Woodland/Shrubland,Amino Acids,73,,126,43.15613333,-73.6958,,Maintained field. sandy soil. dominated by grasses. Monarda punctata. Rubus spp. (mostly R. flagellaris).and Centaurea maculosa. Very few trees.,100,248,1003,7.9,Barber,Camp Saratoga - Barber,3,20
USA,Woodland/Shrubland,Amino Acids,73,,198,45.95408333,-68.37594444,,Bog,153,129,1005,4.4,Ellison; Del Toro; Ribbons,CrystalBog,0,0
USA,Woodland/Shrubland,Amino Acids,73,,127,42.7195,-73.863617,,Maintained field on sandy soil dominated by grasses. Centaurea maculosa. and Arenaria lateriflora. Very few trees.,100,245,955,8.4,Barber,Discovery Field - Barber,0,0
USA,Woodland/Shrubland,Amino Acids,73,,200,44.94472222,-68.44486111,,Skid trail/logged area to black spruce bog,103,59,1103,5.9,Ellison; Del Toro; Ribbons,HorsebackBog/BearDenHill,1,20
USA,Woodland/Shrubland,Amino Acids,73,,201,44.76133333,-67.79713889,,Birch/aspen/blueberry into Black Spruce Bog,75,24,1223,6,Ellison; Del Toro; Ribbons,MontegailPeatland,0,0
USA,Woodland/Shrubland,Amino Acids,73,,195,46.22622222,-69.41991667,,Into spruce woods. east from road,338,127,982,3.4,Ellison; Del Toro; Ribbons,NorthWoods,1,20
USA,Woodland/Shrubland,Amino Acids,73,,196,47.11,-69.54,,Abandoned logging road/secondgrowth,426,55,1010,2.5,Ellison; Del Toro; Ribbons,RoadToChimenticookFen,0,0
USA,Woodland/Shrubland,Amino Acids,73,,128,43.230524,-75.578867,,Maintained field on sandy soil with a few clusters of trees. dominated by grasses and Rubus flagellaris.,125,399,1097,7.7,Barber,Rome Sand Plains - Barber,2,40
USA,Woodland/Shrubland,Amino Acids,73,,115,40.7001,-77.8896,,Temperate forest,590,198,991,9.4,Baccaro,Rothrock-Baccaro,3,40
USA,Woodland/Shrubland,Amino Acids,73,,205,42.471,-72.202,,Hemlock-dominated. alongside trail at Simes Tract,275,106,1140,7.1,Ellison,Simes,0,0
USA,Woodland/Shrubland,Amino Acids,73,,199,45.88636111,-68.55222222,,Spruce/Fir/Cedar forest,120,132,1010,4.4,Ellison; Del Toro; Ribbons,UplandofHathamBog,1,20
USA,Woodland/Shrubland,Amino Acids,73,,225,35.6794,-83.55834444,,Forest. hardwood cove forest,500,469,1459,11.6,Lessard,,3,40
USA,Woodland/Shrubland,Amino Acids,73,,229,37.50016667,-89.34723056,,forested ridge,125,1087,1181,13.3,Wills; Suarez,,4,40
USA,Woodland/Shrubland,Amino Acids,73,,190,31.44805556,-110.283,,Low elevation Oak Woodland,1600,269,501,14.8,Del Toro,,0,0
USA,Woodland/Shrubland,Amino Acids,73,,177,31.88392,-109.20679,,oak-pine-juniper woodland,1650,375,521,12.2,C.S. Moreau; A.S. Suarez,,4,40
USA,Woodland/Shrubland,Amino Acids,73,,179,31.89956,-109.23863,,oak-pine-juniper woodland,1900,386,526,12.3,C.S. Moreau; A.S. Suarez,,1,20
USA,Woodland/Shrubland,Amino Acids,73,,233,48.0901,-90.82438,,Pine forest. wildfire went through in the last 3-4 years,500,816,721,2.6,S. Menke,,0,0
USA,Woodland/Shrubland,Amino Acids,73,,237,48.0901,-90.82438,,Pine forest. wildfire went through in the last 3-4 years,500,820,721,2.6,S. Menke,,0,0
USA,Woodland/Shrubland,Amino Acids,73,,236,48.05136,-90.40514,,Pine.Birch. bog habitat,529,817,720,2.8,S. Menke,,9,40
USA,Woodland/Shrubland,Amino Acids,73,,232,48.05136,-90.40514,,Pine.Birch. bog habitat,529,819,720,2.8,S. Menke,,9,40
USA,Woodland/Shrubland,Amino Acids,73,,231,42.2544083,-88.6617284,,Prairie,242,1088,901,8.5,S. Menke,,16,60
USA,Woodland/Shrubland,Amino Acids,73,,230,42.1916329,-88.3016351,,Prairie,255,1099,913,8.5,S. Menke,,0,0
USA,Woodland/Shrubland,Amino Acids,73,,227,40.12869444,-88.12194444,,restored prairie. grassland,210,1037,951,10.8,Wills; Suarez,,0,0
USA,Woodland/Shrubland,Amino Acids,73,,197,45.95938889,-68.36152778,,RR Tracks/weeds,157,135,999,4.4,Ellison; Del Toro; Ribbons,,0,0
USA,Woodland/Shrubland,Amino Acids,73,,238,42.429745,-88.307401,,Tallgrass prairie,235,1272,896,8.4,S. Menke,,0,0
USA,Woodland/Shrubland,Amino Acids,73,,235,42.2544083,-88.6617284,,Tallgrass prairie,242,1099,901,8.5,S. Menke,,16,60
USA,Woodland/Shrubland,Amino Acids,73,,234,42.1916329,-88.3016351,,Tallgrass prairie,255,1088,913,8.5,S. Menke,,0,0
USA,Tropical seasonal forest/Savanna,Amino Acids,0,,212,27.17781667,-81.14472222,,palm woodland - oaks. palms and grass,8.8,92,1195,22.5,Wills; Suarez,,0,0
USA,Tropical seasonal forest/Savanna,Amino Acids,0,,215,24.56006667,-81.76386667,,Subtropical hammock forest,2,1,1004,25.2,C.S. Moreau,,0,0
USA,Tropical seasonal forest/Savanna,Amino Acids,0,,213,25.12555,-80.40801667,,Subtropical hammock forest,21,1,1265,24.4,C.S. Moreau,,0,0
USA,Tropical seasonal forest/Savanna,Amino Acids,0,,211,25.2773,-80.2983,,Subtropical hammock forest,16,1,1343,24.2,C.S. Moreau,,0,0
USA,Grassland/Cold desert,Amino Acids,3,,191,31.91433333,-106.0421111,,Chihuahuan Desert Scrub,1402,676,248,16.2,Del Toro,,0,0
USA,Grassland/Cold desert,Amino Acids,3,,192,31.89938889,-106.5038889,,Chihuahuan Desert Scrub,1720,667,253,15.9,Del Toro,,0,0
USA,Grassland/Cold desert,Amino Acids,3,,178,31.94739,-109.13681,,cresote-mesquite desert,1390,379,401,14.4,C.S. Moreau; A.S. Suarez,,1,20
USA,Grassland/Cold desert,Amino Acids,3,,273,38.719,-106.816,,Mixed aspen sage brush,2760,1021,464,1.2,N. Sanders,,2,40
USA,Temperate seasonal forest,Cookie,649,,204,41.41852778,-74.02680556,,Oak-dominated hardwood forest; north-facing,172,58,1136,10,Ellison,BlackRockForest,1,20
USA,Temperate seasonal forest,Cookie,649,,193,36.017,-78.98,,Mixed Deciduous Forest,152,206,1164,14.6,,Duke_Forest,117,80
USA,Temperate seasonal forest,Cookie,649,,214,27.18186667,-81.34703611,,live oak forest,9,69,1249,22.2,Wills; Suarez,,140,80
USA,Temperate seasonal forest,Cookie,649,,272,33.352,-81.542,,Long Leaf Pine,93,179,1198,17.3,Reasco,,13,80
USA,Temperate seasonal forest,Cookie,649,,271,33.34,-81.54,,Long Leaf Pine,100,177,1205,17.3,Reasco,,89,80
USA,Temperate seasonal forest,Cookie,649,,240,38.81666667,-92.11666667,,Oak-Hickory Forest,250,1348,975,12.2,N. Sanders,,17,20
USA,Temperate seasonal forest,Cookie,649,,239,44.2092,-86.0143,,Oak.Maple forest. Red pine plantation nearby,224,1121,853,7.4,S. Menke,,128,60
USA,Temperate seasonal forest,Cookie,649,,274,35.10118056,-92.41219167,,Old Field,130,609,1258,15.9,N. Sanders,,123,100
USA,Temperate seasonal forest,Cookie,649,,226,35.60648333,-83.79703611,,Old Field. at forest ecotone,547,282,1467,12.4,Lessard,,16,80
USA,Temperate seasonal forest,Cookie,649,,228,38.99143056,-88.58683056,,secondary forest fragment,172,996,1017,12,Wills; Suarez,,5,40
USA,Temperate seasonal forest,Sugar,592,,204,41.41852778,-74.02680556,,Oak-dominated hardwood forest; north-facing,172,58,1136,10,Ellison,BlackRockForest,0,0
USA,Temperate seasonal forest,Sugar,592,,193,36.017,-78.98,,Mixed Deciduous Forest,152,206,1164,14.6,,Duke_Forest,118,80
USA,Temperate seasonal forest,Sugar,592,,214,27.18186667,-81.34703611,,live oak forest,9,69,1249,22.2,Wills; Suarez,,46,40
USA,Temperate seasonal forest,Sugar,592,,272,33.352,-81.542,,Long Leaf Pine,93,179,1198,17.3,Reasco,,232,100
USA,Temperate seasonal forest,Sugar,592,,271,33.34,-81.54,,Long Leaf Pine,100,177,1205,17.3,Reasco,,34,100
USA,Temperate seasonal forest,Sugar,592,,240,38.81666667,-92.11666667,,Oak-Hickory Forest,250,1348,975,12.2,N. Sanders,,30,20
USA,Temperate seasonal forest,Sugar,592,,239,44.2092,-86.0143,,Oak.Maple forest. Red pine plantation nearby,224,1121,853,7.4,S. Menke,,89,80
USA,Temperate seasonal forest,Sugar,592,,274,35.10118056,-92.41219167,,Old Field,130,609,1258,15.9,N. Sanders,,36,80
USA,Temperate seasonal forest,Sugar,592,,226,35.60648333,-83.79703611,,Old Field. at forest ecotone,547,282,1467,12.4,Lessard,,6,60
USA,Temperate seasonal forest,Sugar,592,,228,38.99143056,-88.58683056,,secondary forest fragment,172,996,1017,12,Wills; Suarez,,1,20
USA,Temperate seasonal forest,Water,5,,204,41.41852778,-74.02680556,,Oak-dominated hardwood forest; north-facing,172,58,1136,10,Ellison,BlackRockForest,1,20
USA,Temperate seasonal forest,Water,5,,193,36.017,-78.98,,Mixed Deciduous Forest,152,206,1164,14.6,,Duke_Forest,0,0
USA,Temperate seasonal forest,Water,5,,214,27.18186667,-81.34703611,,live oak forest,9,69,1249,22.2,Wills; Suarez,,0,0
USA,Temperate seasonal forest,Water,5,,272,33.352,-81.542,,Long Leaf Pine,93,179,1198,17.3,Reasco,,1,20
USA,Temperate seasonal forest,Water,5,,271,33.34,-81.54,,Long Leaf Pine,100,177,1205,17.3,Reasco,,3,20
USA,Temperate seasonal forest,Water,5,,240,38.81666667,-92.11666667,,Oak-Hickory Forest,250,1348,975,12.2,N. Sanders,,0,0
USA,Temperate seasonal forest,Water,5,,239,44.2092,-86.0143,,Oak.Maple forest. Red pine plantation nearby,224,1121,853,7.4,S. Menke,,0,0
USA,Temperate seasonal forest,Water,5,,274,35.10118056,-92.41219167,,Old Field,130,609,1258,15.9,N. Sanders,,0,0
USA,Temperate seasonal forest,Water,5,,226,35.60648333,-83.79703611,,Old Field. at forest ecotone,547,282,1467,12.4,Lessard,,0,0
USA,Temperate seasonal forest,Water,5,,228,38.99143056,-88.58683056,,secondary forest fragment,172,996,1017,12,Wills; Suarez,,0,0
USA,Temperate seasonal forest,Olive Oil,1937,,204,41.41852778,-74.02680556,,Oak-dominated hardwood forest; north-facing,172,58,1136,10,Ellison,BlackRockForest,31,60
USA,Temperate seasonal forest,Olive Oil,1937,,193,36.017,-78.98,,Mixed Deciduous Forest,152,206,1164,14.6,,Duke_Forest,404,40
USA,Temperate seasonal forest,Olive Oil,1937,,214,27.18186667,-81.34703611,,live oak forest,9,69,1249,22.2,Wills; Suarez,,901,100
USA,Temperate seasonal forest,Olive Oil,1937,,272,33.352,-81.542,,Long Leaf Pine,93,179,1198,17.3,Reasco,,106,80
USA,Temperate seasonal forest,Olive Oil,1937,,271,33.34,-81.54,,Long Leaf Pine,100,177,1205,17.3,Reasco,,193,100
USA,Temperate seasonal forest,Olive Oil,1937,,240,38.81666667,-92.11666667,,Oak-Hickory Forest,250,1348,975,12.2,N. Sanders,,13,20
USA,Temperate seasonal forest,Olive Oil,1937,,239,44.2092,-86.0143,,Oak.Maple forest. Red pine plantation nearby,224,1121,853,7.4,S. Menke,,31,60
USA,Temperate seasonal forest,Olive Oil,1937,,274,35.10118056,-92.41219167,,Old Field,130,609,1258,15.9,N. Sanders,,95,60
USA,Temperate seasonal forest,Olive Oil,1937,,226,35.60648333,-83.79703611,,Old Field. at forest ecotone,547,282,1467,12.4,Lessard,,163,60
USA,Temperate seasonal forest,Olive Oil,1937,,228,38.99143056,-88.58683056,,secondary forest fragment,172,996,1017,12,Wills; Suarez,,0,0
USA,Temperate seasonal forest,Salt,275,,204,41.41852778,-74.02680556,,Oak-dominated hardwood forest; north-facing,172,58,1136,10,Ellison,BlackRockForest,3,20
USA,Temperate seasonal forest,Salt,275,,193,36.017,-78.98,,Mixed Deciduous Forest,152,206,1164,14.6,,Duke_Forest,10,40
USA,Temperate seasonal forest,Salt,275,,214,27.18186667,-81.34703611,,live oak forest,9,69,1249,22.2,Wills; Suarez,,4,40
USA,Temperate seasonal forest,Salt,275,,272,33.352,-81.542,,Long Leaf Pine,93,179,1198,17.3,Reasco,,226,100
USA,Temperate seasonal forest,Salt,275,,271,33.34,-81.54,,Long Leaf Pine,100,177,1205,17.3,Reasco,,1,20
USA,Temperate seasonal forest,Salt,275,,240,38.81666667,-92.11666667,,Oak-Hickory Forest,250,1348,975,12.2,N. Sanders,,0,0
USA,Temperate seasonal forest,Salt,275,,239,44.2092,-86.0143,,Oak.Maple forest. Red pine plantation nearby,224,1121,853,7.4,S. Menke,,26,60
USA,Temperate seasonal forest,Salt,275,,274,35.10118056,-92.41219167,,Old Field,130,609,1258,15.9,N. Sanders,,4,40
USA,Temperate seasonal forest,Salt,275,,226,35.60648333,-83.79703611,,Old Field. at forest ecotone,547,282,1467,12.4,Lessard,,0,0
USA,Temperate seasonal forest,Salt,275,,228,38.99143056,-88.58683056,,secondary forest fragment,172,996,1017,12,Wills; Suarez,,1,20
USA,Woodland/Shrubland,Cookie,944,,160,44.874952,-73.633574,,Jack pine barrens on bedrock. Very little mineral soil. Trees numerous. but little canopy cover (see photographs below). Vegetation beneath 1m dominated by lichen. moss. grass (crinkled hair grass - Deschampsia flexuosa). black chokeberry (Aronia melanocarpa). late low blueberry (Vaccinium angustifolium). and black huckleberry (Gaylussacia baccata). Trees dominated by jack pine (Pinus banksiana).,244,313,873,5.7,Barber,Alton-Flat Rock,9,80
USA,Woodland/Shrubland,Cookie,944,,125,42.738069,-73.892004,,Maintained field on sandy soil with scattered clumps of oak and pine trees. Dominated by grasses. Rubus spp. (mostly R. flagellaris). Solidago spp.. Rumex acetosella. and Dichanthelium clandestinum,140,243,955,8.4,Barber,Baron's Field - Barber,44,80
USA,Woodland/Shrubland,Cookie,944,,126,43.15613333,-73.6958,,Maintained field. sandy soil. dominated by grasses. Monarda punctata. Rubus spp. (mostly R. flagellaris).and Centaurea maculosa. Very few trees.,100,248,1003,7.9,Barber,Camp Saratoga - Barber,5,60
USA,Woodland/Shrubland,Cookie,944,,198,45.95408333,-68.37594444,,Bog,153,129,1005,4.4,Ellison; Del Toro; Ribbons,CrystalBog,28,80
USA,Woodland/Shrubland,Cookie,944,,127,42.7195,-73.863617,,Maintained field on sandy soil dominated by grasses. Centaurea maculosa. and Arenaria lateriflora. Very few trees.,100,245,955,8.4,Barber,Discovery Field - Barber,50,80
USA,Woodland/Shrubland,Cookie,944,,200,44.94472222,-68.44486111,,Skid trail/logged area to black spruce bog,103,59,1103,5.9,Ellison; Del Toro; Ribbons,HorsebackBog/BearDenHill,2,20
USA,Woodland/Shrubland,Cookie,944,,201,44.76133333,-67.79713889,,Birch/aspen/blueberry into Black Spruce Bog,75,24,1223,6,Ellison; Del Toro; Ribbons,MontegailPeatland,2,20
USA,Woodland/Shrubland,Cookie,944,,195,46.22622222,-69.41991667,,Into spruce woods. east from road,338,127,982,3.4,Ellison; Del Toro; Ribbons,NorthWoods,5,40
USA,Woodland/Shrubland,Cookie,944,,196,47.11,-69.54,,Abandoned logging road/secondgrowth,426,55,1010,2.5,Ellison; Del Toro; Ribbons,RoadToChimenticookFen,16,100
USA,Woodland/Shrubland,Cookie,944,,128,43.230524,-75.578867,,Maintained field on sandy soil with a few clusters of trees. dominated by grasses and Rubus flagellaris.,125,399,1097,7.7,Barber,Rome Sand Plains - Barber,12,40
USA,Woodland/Shrubland,Cookie,944,,115,40.7001,-77.8896,,Temperate forest,590,198,991,9.4,Baccaro,Rothrock-Baccaro,6,40
USA,Woodland/Shrubland,Cookie,944,,205,42.471,-72.202,,Hemlock-dominated. alongside trail at Simes Tract,275,106,1140,7.1,Ellison,Simes,3,20
USA,Woodland/Shrubland,Cookie,944,,199,45.88636111,-68.55222222,,Spruce/Fir/Cedar forest,120,132,1010,4.4,Ellison; Del Toro; Ribbons,UplandofHathamBog,0,0
USA,Woodland/Shrubland,Cookie,944,,225,35.6794,-83.55834444,,Forest. hardwood cove forest,500,469,1459,11.6,Lessard,,46,60
USA,Woodland/Shrubland,Cookie,944,,229,37.50016667,-89.34723056,,forested ridge,125,1087,1181,13.3,Wills; Suarez,,7,80
USA,Woodland/Shrubland,Cookie,944,,190,31.44805556,-110.283,,Low elevation Oak Woodland,1600,269,501,14.8,Del Toro,,25,40
USA,Woodland/Shrubland,Cookie,944,,177,31.88392,-109.20679,,oak-pine-juniper woodland,1650,375,521,12.2,C.S. Moreau; A.S. Suarez,,8,60
USA,Woodland/Shrubland,Cookie,944,,179,31.89956,-109.23863,,oak-pine-juniper woodland,1900,386,526,12.3,C.S. Moreau; A.S. Suarez,,0,0
USA,Woodland/Shrubland,Cookie,944,,233,48.0901,-90.82438,,Pine forest. wildfire went through in the last 3-4 years,500,816,721,2.6,S. Menke,,2,40
USA,Woodland/Shrubland,Cookie,944,,237,48.0901,-90.82438,,Pine forest. wildfire went through in the last 3-4 years,500,820,721,2.6,S. Menke,,2,40
USA,Woodland/Shrubland,Cookie,944,,236,48.05136,-90.40514,,Pine.Birch. bog habitat,529,817,720,2.8,S. Menke,,5,40
USA,Woodland/Shrubland,Cookie,944,,232,48.05136,-90.40514,,Pine.Birch. bog habitat,529,819,720,2.8,S. Menke,,5,40
USA,Woodland/Shrubland,Cookie,944,,231,42.2544083,-88.6617284,,Prairie,242,1088,901,8.5,S. Menke,,260,80
USA,Woodland/Shrubland,Cookie,944,,230,42.1916329,-88.3016351,,Prairie,255,1099,913,8.5,S. Menke,,27,80
USA,Woodland/Shrubland,Cookie,944,,227,40.12869444,-88.12194444,,restored prairie. grassland,210,1037,951,10.8,Wills; Suarez,,25,60
USA,Woodland/Shrubland,Cookie,944,,197,45.95938889,-68.36152778,,RR Tracks/weeds,157,135,999,4.4,Ellison; Del Toro; Ribbons,,9,60
USA,Woodland/Shrubland,Cookie,944,,238,42.429745,-88.307401,,Tallgrass prairie,235,1272,896,8.4,S. Menke,,54,40
USA,Woodland/Shrubland,Cookie,944,,235,42.2544083,-88.6617284,,Tallgrass prairie,242,1099,901,8.5,S. Menke,,260,80
USA,Woodland/Shrubland,Cookie,944,,234,42.1916329,-88.3016351,,Tallgrass prairie,255,1088,913,8.5,S. Menke,,27,80
